uuid	name	profile	shapeSet
2f004fdf-bfb0-46f3-a7ac-7711100bee0c	jnt_interactive_piston_05	Small Parts	interactive_upgradeable.shapeset
2f955589-701b-4c47-9127-37feeb80d35a	obj_harvests_trees_pine01_p08	Resources	harvests_trees.shapeset
2fa43c38-9a66-4c03-a159-756a0c8b0078	obj_rewards_modularsofa02	Quest / Special Items	rewards.shapeset
2ff2b13f-5a50-443c-bbda-1f40f6aa917f	obj_survivalobject_workbench	Large Parts	survivalobject.shapeset
3082a130-f1e4-4a7f-9856-7129f969564c	obj_shoprewards_gasstove	Quest / Special Items	shoprewards.shapeset
3091926a-9340-46d9-83d6-4fd7c68ad950	obj_interactive_gasengine_05	Small Parts	interactive_upgradeable.shapeset
30a2288b-e88e-4a92-a916-1edbfc2b2dac	blk_scrapstone	Blocks	blocks.shapeset
30c83521-b815-4810-9657-56a4f3e4ec51	bq_compass_01	Small Parts	builderguide.shapeset
30d3d0fe-a96a-4804-a0bd-8f01cf674adb	obj_shoprewards_scrapmechanicbobblehead	Quest / Special Items	shoprewards.shapeset
3104311d-a1c6-4f26-8eb9-7eea54fe164f	obj_harvests_trees_spruce02_p02	Resources	harvests_trees.shapeset
31768765-5a08-499a-a7e6-7e7613363f75	obj_industrial_beambend	Small Parts	industrial.shapeset
31ada55e-7c79-4aee-86b6-809c0e5468df	obj_decor_cashregister	Small Parts	decor.shapeset
31c38d38-73f5-47ef-93c8-e10d4f579e1c	obj_spaceship_interiornet	Large Parts	spaceship.shapeset
31f14f52-f4d8-4b9f-9d6e-7412497c9284	jnt_interactive_piston_02	Small Parts	interactive_upgradeable.shapeset
320467e3-622e-4548-99b4-cf6f9580a8c7	obj_survivalobject_excavationelevatorbutton	Large Parts	survivalobject.shapeset
32111055-2a23-413b-a490-da619b85a9bf	obj_resource_drillcasingt3	Resources	resource.shapeset
3292878f-4d1e-49e3-a80f-16b710dad42e	obj_fittings_pipebigwallconnector	Medium Parts	fittings.shapeset
33102836-a94d-4ab3-9864-3d54d32c230d	obj_fittings_wirebend	Medium Parts	fittings.shapeset
3348fef6-987f-4857-b9f4-d358d01bf472	obj_survivalobject_garageconsole	Large Parts	survivalobject.shapeset
33739a87-babb-4731-a22b-d614a23e5e3f	obj_topdepartment_chair_foot	Medium Parts	interactive_shared.shapeset
33d01ddd-f32b-4a9a-87d6-efb6710b389c	obj_interactive_gasengine_02	Small Parts	interactive_upgradeable.shapeset
33d5f0c1-f80c-478a-b69d-9edafe376474	obj_industrial_supportvframe	Large Parts	industrial.shapeset
34081f36-2cca-47aa-b252-7d49a685e759	obj_shoprewards_goldplatinumbearing	Quest / Special Items	shoprewards.shapeset
3408bc45-4556-4c7e-9a89-40d520559963	obj_dekotora_stripelight05	Small Parts	dekotora.shapeset
3440440b-d362-4473-aa03-b7c41e1fe7ad	obj_resource_cotton	Resources	resource_creative.shapeset
346a4ea9-d360-4133-b62f-4c188000c60b	obj_industrial_powerswitch	Medium Parts	industrial.shapeset
34d22fc5-0a45-4d71-9aaf-64df1355c272	obj_characterobject_totebotpackage	Quest / Special Items	characterobject.shapeset
3526de39-dcf4-484b-84ec-3336538be192	obj_office_cubiclefastener	Medium Parts	building.shapeset
36335664-6e61-4d44-9876-54f9660a8565	obj_consumable_glue	Resources	resource_creative.shapeset
381e18f8-9491-41ef-9cf4-82488cbcff04	obj_harvests_nonepart_sapphire_p02	Resources	harvests_nonepart.shapeset
382924d1-66f5-49e2-949c-aa5aa319ad72	obj_dekotora_lightpanel01	Medium Parts	dekotora.shapeset
387095d6-5aba-45e3-abd0-098710c268f8	obj_small_4way_pipe	Small Parts	fittings.shapeset
3878d965-de4a-4e7b-a15a-73cc032158b6	obj_decor_arrowsign	Medium Parts	decor.shapeset
388adeab-67e5-4901-afe8-c56217754510	obj_resource_glowpoop	Resources	resource_creative.shapeset
38934d9d-69a8-4a1f-8137-892ede148cb4	obj_industrial_powergeneratorside	Large Parts	industrial.shapeset
38e41fb5-dd50-4294-829d-a517f0282fed	obj_seed_tomato	Plantables	plantables_creative.shapeset
38ec258d-c644-4f08-8635-3f7434c884dd	obj_container_seed	Medium Parts	interactive_containers.shapeset
38ee0516-abc5-4e46-9195-c763610d7ec4	obj_interactive_driversaddle_creative	Medium Parts	interactive.shapeset
3945ccd8-5adb-417a-9ea2-5f5e080f30f4	bq_musicbox_01	Small Parts	builderguide.shapeset
39f68574-c85b-41d0-a579-ac7d7a71281d	obj_survivalobject_depthscreen	Large Parts	survivalobject.shapeset
3a135dd2-510c-434b-b019-ce077042a5c8	obj_packingstation_crateload	Large Parts	survivalobject.shapeset
3a3280e4-03b6-4a4d-9e02-e348478213c9	obj_consumable_glowstick	Consumables	consumable_shared.shapeset
3ac141b5-3fbe-4588-9679-c458ac07642a	obj_warehouse_beambigturn	Small Parts	warehouse.shapeset
3ad7a2de-5e8d-4765-b3c9-f7cfa9b05cbc	bq_crowbar_01	Small Parts	builderguide.shapeset
3b0c9ff3-6c5a-404a-b830-4872471bf33f	obj_harvests_trees_spruce02_p05	Resources	harvests_trees.shapeset
3b30e244-edca-44c3-a2b8-08ae779c69e6	obj_harvests_trees_leafy03_p01	Resources	harvests_trees.shapeset
3b47a99f-85c4-4490-8dc5-3560b7c4c863	obj_industrial_encryptstandpillar	Medium Parts	industrial.shapeset
3b552b6f-2f32-4c1f-b9c4-ff9ff7dd0ac3	obj_warehouse_bigrampsmall	Wedges	warehouse.shapeset
3b683206-f4b6-4652-bb32-dd488e73f367	obj_harvests_trees_birch02_p06	Resources	harvests_trees.shapeset
3b972f2f-30c7-4a5e-a100-5e257e62295d	obj_interactive_seat_01	Medium Parts	interactive_upgradeable.shapeset
3bd4430f-75bc-452c-9e80-1bd639898689	obj_containers_stonecrate	Large Parts	containers.shapeset
3be58cc4-04b4-455d-a9c3-8a8fd262b6d6	obj_resource_coralium	Resources	resource.shapeset
3c0cf002-905f-45bc-84ef-b4fbb4549a63	obj_rewards_modularsofa01	Quest / Special Items	rewards.shapeset
3c2689bd-57ef-45ed-9ed6-d4eea775202a	obj_interactive_sawtable5	Large Parts	craftbot_creative.shapeset
3cbf5f08-14da-4db5-8360-de5078e7c4c1	obj_industrial_encryptstandframe	Medium Parts	industrial.shapeset
3cdbbefe-43b4-4ad7-af47-af0b2e7563c9	jnt_suspensionsport_bearing_01	Small Parts	interactive_upgradeable.shapeset
3cee1dde-7858-4086-9dc9-a488041cb358	obj_rewards_windshield_middlepart	Quest / Special Items	rewards.shapeset
3d0b7a6e-5b40-474c-bbaf-efaa54890e6a	blk_crossnet	Blocks	blocks.shapeset
3d127db0-da28-4483-86fd-3eeed20fb85d	obj_interactive_blockcontainersmall	Small Parts	interactive.shapeset
3d4f2fac-f670-48f9-b2f9-305a88ed00a7	obj_voxelmaterialchunk_rich2_large	Resources	voxelmaterialchunk.shapeset
3d5d61ff-60ea-4546-8df0-496e69f3ea07	obj_harvests_crystal_large01_p00	Resources	harvests_crystal.shapeset
3d83f236-0a89-4599-b641-3c470f339574	obj_harvests_nonepart_sapphire_p07	Resources	harvests_nonepart.shapeset
3d9dd135-5e3d-412a-bb1b-2ad58f0ea8be	obj_harvests_trees_leafy02_p04	Resources	harvests_trees.shapeset
3db622ee-112b-4b72-97fc-5bf49c3edf15	obj_destructable_tape_tape05	Small Parts	destructable_tape.shapeset
3de61f00-5782-40ca-923d-7efabe334572	obj_office_deskleg	Small Parts	building.shapeset
3de7e8ca-f7f4-4faf-b348-4848741528c1	obj_destructable_tape_cornertape01	Medium Parts	destructable_tape.shapeset
3e10ef67-383a-4b60-aa5b-b1173134e437	obj_powertools_sawblade	Medium Parts	powertools.shapeset
3e2ed3ed-d1a5-4f51-8d43-e65230168f9a	obj_dekotora_scrollingstrip	Medium Parts	dekotora.shapeset
3e3242e4-1791-4f70-8d1d-0ae9ba3ee94c	blk_warehousefloor	Blocks	blocks.shapeset
3e6d2a8a-c836-4ae5-b6bf-9ec01c6393b0	obj_harvest_log_l02a	Resources	harvests_trees.shapeset
3eca719f-4e1e-4555-89ce-04cfb0901bc1	obj_mininghub_dropoff_button	Large Parts	survivalobject.shapeset
3efe715f-8745-475f-a609-5e7cbe09a8ef	obj_interactive_bathtub	Large Parts	interactive.shapeset
3f7c3f3c-9b28-4a26-abbd-8f2948e9b027	obj_harvests_trees_pine03_p05	Resources	harvests_trees.shapeset
3fa0afca-7715-459e-86fa-2a81cf3027b8	obj_decor_sink	Medium Parts	decor.shapeset
3faf624b-0a95-452f-b6cd-9930ad1731c5	obj_tool_frier	Components	tool_parts.shapeset
40223a65-8a5d-479f-b278-6329082b02b9	obj_harvests_nonepart_tier5_p01	Resources	harvests_nonepart.shapeset
4053c30c-6717-47c7-b0a9-177f7b8b30bc	obj_spaceship_wall02	Large Parts	spaceship_survivalobject.shapeset
40730f13-5fdb-4785-b32e-5ca6519c162e	obj_interactive_growbed_soil	Medium Parts	interactive_creative.shapeset
40c5b3fd-1ac4-47f4-ae61-503e14baf20f	obj_fittings_powerstation	Large Parts	fittings.shapeset
40e8bd0d-04a0-4e95-b593-4038b54b156f	obj_resources_slimyclam	Resources	resource_creative.shapeset
40ff42d8-6e6f-4da4-a91c-8289e72b9ea1	obj_harvests_trees_leafy03_p02	Resources	harvests_trees.shapeset
4126d267-c8df-4c3c-98c7-9cb17f87f770	obj_harvests_trees_leafy01_p00	Resources	harvests_trees.shapeset
412dee88-996e-49c2-8b51-5644f659f9b2	obj_fittings_pipebigtank	Large Parts	fittings.shapeset
414854a9-77bc-48aa-a9d5-0c7cd213e4df	obj_warehouse_fancube	Small Parts	warehouse.shapeset
4152ce33-9b43-4c51-80a3-e0b4fe38841d	obj_interactive_raftshark	Large Parts	interactive.shapeset
41784077-0636-470f-a6df-b868f152af29	obj_fittings_7x8_bend	Large Parts	fittings.shapeset
41960868-6245-47b5-97c4-f446e199812f	obj_interactive_driversaddle_04	Medium Parts	interactive_upgradeable.shapeset
419f0371-fb1e-41d4-9a0c-019c86549677	obj_survivalobject_garagesideboard	Medium Parts	survivalobject.shapeset
419fb889-e440-420c-b553-4cdf95e71a61	obj_warehouse_beambigbend	Small Parts	warehouse.shapeset
41db3e10-7b8f-4ff3-81f3-4f240f1f3cce	obj_resource_refinedcoralium	Resources	resource.shapeset
42786777-c148-4e13-9bab-e460564e79c3	obj_interactive_seat_creative	Medium Parts	interactive.shapeset
42b4c02e-2de5-431e-981a-f42cb7829e68	obj_interactive_turretseat_05_sphere	Large Parts	interactive_shared.shapeset
42bac230-35c5-4d22-a141-1cf693137548	obj_harvests_trees_leafy02_p03	Resources	harvests_trees.shapeset
42c8e4fc-0c38-4aa8-80ea-1835dd982d7c	42c8e4fc-0c38-4aa8-80ea-1835dd982d7c	Medium Parts	effect_proxies.shapeset
42f70341-207d-4e9d-b8ed-37962603a926	obj_interactive_saddle_05	Medium Parts	interactive_upgradeable.shapeset
4349bf0e-1244-4136-b597-2fa86354eb78	obj_warehouse_doorframelight_warehouse	Medium Parts	survivalobject_lights.shapeset
4369132a-40d8-47e7-ac45-e390c0ea6597	obj_construction_soundisolation	Large Parts	construction.shapeset
43c0ca80-0980-433a-88a3-929727a62a6d	obj_warehouse_container1	Large Parts	warehouse.shapeset
4406022d-30fb-42cd-9970-c4f5290b85a6	obj_structure_freightcrate	Large Parts	structure.shapeset
44395054-ce48-40ba-aa21-03eae2298834	quest_recording	Quest / Special Items	quest_items.shapeset
448d7d18-2a36-4749-8d73-3da913ae6aeb	obj_warehouse_overheadcranearm	Large Parts	warehouse.shapeset
44afe29b-73a8-4892-94c9-f885b238a971	obj_interactive_turretseat_05_base	Large Parts	interactive_shared.shapeset
454ad69d-bac2-4b06-9386-6267bcbfece2	obj_interactive_mountablespudgun	Medium Parts	interactive.shapeset
45b6f45a-9b47-40af-88d1-f1ad0d98e565	obj_destructable_tape_doorwaytape01_destroyed	Large Parts	destructable_tape.shapeset
45e5c193-8896-4687-a4b0-cf4b2da047d1	obj_industrial_supportbeambase	Large Parts	industrial.shapeset
45ee9f5a-cfc0-4f3a-bbe8-09f2ce1dbc4c	obj_spaceship_corner01_damaged	Large Parts	spaceship_survivalobject.shapeset
46396518-8c29-4da9-81bb-a020f4baf5b2	jnt_interactive_piston_03	Small Parts	interactive_upgradeable.shapeset
46465697-ed36-4720-ba8a-08c568b4e36c	obj_interactive_seat_04	Medium Parts	interactive_upgradeable.shapeset
468650b4-5ff7-4be1-9e75-05ed86fd83e0	obj_fittings_ventbig02	Large Parts	fittings.shapeset
46a78456-aa4f-409d-98d2-d1fdeac94e41	obj_harvests_trees_pine02_p00	Resources	harvests_trees.shapeset
46ac20df-dfbc-434f-aaf3-f34ddc2afb42	obj_spaceship_wall03	Large Parts	spaceship_survivalobject.shapeset
46c20f58-14f5-41f8-acf7-9e487c397d06	bq_totebotkey_01	Small Parts	builderguide.shapeset
46d85e5b-353c-4f06-8fd8-b9ddd3443245	obj_interactive_textsign_extralarge	Large Parts	interactive_shared.shapeset
46d9239a-e0b7-4baf-96d4-6a1c9f75b865	bq_creation_first_car	Large Parts	builderguide.shapeset
46f4a939-b20c-4fae-bf37-8410796a05f2	obj_destructable_tape_cornertape02	Medium Parts	destructable_tape.shapeset
47062936-5d28-43ec-81b5-8fdb619e97e4	obj_spaceship_ceilinglight	Large Parts	spaceship.shapeset
470b9a92-ed94-4ef2-b1ea-b45f47ef0982	obj_interactive_gasengine_03	Small Parts	interactive_upgradeable.shapeset
4724913e-4f9b-4334-8408-4b0850a1c7de	obj_decor_sign_warehouse	Large Parts	decor.shapeset
479e8131-cc76-48e1-9979-8053a7295d1f	obj_interactive_freezer	Medium Parts	interactive_creative.shapeset
47b95667-6296-4bc4-a93e-8e2bf51c8b80	obj_harvests_trees_birch02_p03	Resources	harvests_trees.shapeset
47d33078-a9b0-4e30-9610-ad0556be5fa2	obj_office_desk	Large Parts	building.shapeset
47e140e8-eec1-4066-ad75-57557ea07e9b	obj_resource_drillcasingt1	Resources	resource.shapeset
47ece75a-bfca-4e8a-b618-4f609fcea0da	obj_plantables_carrot	Plantables	plantables_creative.shapeset
48563128-f84a-4342-8d9f-190c633a6ea9	obj_survivalobject_electricengine	Medium Parts	survivalobject.shapeset
488dfd3c-eb6b-4663-90b1-add00b1c2700	obj_shoprewards_spaceshipstatue	Quest / Special Items	shoprewards.shapeset
48a0b91a-1edb-4695-ba61-c702570563ce	obj_destructable_tape_rooftape01	Small Parts	destructable_tape.shapeset
48f39ccd-1013-4d54-b8ad-e0aebeb88867	obj_consumables_cableroll	Consumables	consumable.shapeset
4908ecfb-ec05-42c5-a02a-7675ccc3eb19	obj_interactive_textsign_small	Medium Parts	interactive_shared.shapeset
49938942-fbb6-444d-bba6-1fb339ee5cf3	obj_fittings_pipebiglid	Medium Parts	fittings.shapeset
4a1b886b-913e-4aad-b5b6-6e41b0db23a6	jnt_bearing	Small Parts	interactive.shapeset
4a3d40d4-ce86-4a68-b042-8d107ea39d78	obj_interactive_plasmadrill_lvl3	Medium Parts	powertools.shapeset
4aa2a6f0-65a4-42e3-bf96-7dec62570e0b	blk_metalnet	Blocks	blocks.shapeset
4ad97d49-c8a5-47f3-ace3-d56ba3affe50	blk_spaceshipfloor	Blocks	blocks.shapeset
4ae689b2-b785-4cb9-94e6-6bbe10adf926	blk_fancycarpet	Blocks	blocks.shapeset
4b3ddd03-d950-40f1-b6d0-92d59f08c8ec	obj_artifact_fossil11c	Quest / Special Items	artifact_creative.shapeset
4b6d2bee-d0f1-4e56-96f0-d2596388cad2	obj_seed_blueberry	Plantables	plantables_creative.shapeset
4beb69d3-ede9-434e-9535-62e7677f6982	obj_shoprewards_lowriderplaque	Quest / Special Items	shoprewards.shapeset
4c17571c-89b5-40f3-b13f-e9399591d0b4	obj_building_stalldoor	Large Parts	building.shapeset
4c1cc8de-7af1-4f8e-a5c4-c583460af9e5	obj_interactive_thruster_03	Medium Parts	interactive_upgradeable.shapeset
4c3f6a7c-45c6-4ed8-bf13-c247c3db6b81	jnt_suspensionoffroad_04	Medium Parts	interactive_upgradeable.shapeset
4c474cff-3f6a-4306-93d1-c4c74578afd2	obj_container_smallchest_pipe	Medium Parts	interactive_shared.shapeset
4c5c3ffd-9aaf-4ded-a7c5-452d239cac32	obj_characterobject_tapebotpackage	Quest / Special Items	characterobject.shapeset
4c6e27a2-4c35-4df3-9794-5e206fef9012	obj_interactive_robotdrumhead	Small Parts	interactive.shapeset
4c7b8096-b8ca-4341-bfe9-d31d2d5443b8	obj_industrial_beamlong	Medium Parts	industrial.shapeset
4c81e687-7508-4ddb-868f-fac20e44f488	bq_sawbladearm_01	Small Parts	builderguide.shapeset
4c93de5a-72ab-40d0-a081-c41e3aa87e86	obj_office_officechair	Medium Parts	building.shapeset
4cb6aaf3-a807-4ad6-aaa0-0d0e321b8253	jnt_suspensionsport_bearing_05	Small Parts	interactive_upgradeable.shapeset
4cd7a389-a1ac-47f4-8cc0-2776174985da	obj_harvest_stonechunk03	Resources	harvests_stones.shapeset
4ce00048-f735-4fab-b978-5f405e60f48f	obj_plantables_redbeet	Plantables	plantables_creative.shapeset
4d3d1a02-83ff-4795-9fa7-85eaee8f36f2	obj_resource_drillcasingmixedt4	Resources	resource.shapeset
4d54298c-93a0-4b6d-8719-7380430a27bb	obj_decor_poster03	Large Parts	decor.shapeset
4d807f6b-7cdb-41e8-81e2-d87a599422a7	4d807f6b-7cdb-41e8-81e2-d87a599422a7	Small Parts	effect_proxies.shapeset
4d974692-e011-4556-952c-d50da68dd961	obj_vehicle_gripwheel_x7	Medium Parts	vehicle.shapeset
4db857f1-07dc-4ea2-9391-fd24903945d1	obj_warehouse_packingtable	Large Parts	warehouse.shapeset
4dbb89fa-af8c-420e-b394-35c56ba2e6f2	mounted propanetank01	Large Parts	survivalobject.shapeset
4de326f4-e01d-4948-9db6-a0b1b18b8e21	obj_harvests_crystal_large01_p03	Resources	harvests_crystal.shapeset
4dfa7bca-8b82-4fc4-8bb0-0f787b3c59ba	bq_steelbridge_01	Small Parts	builderguide.shapeset
4e084e1c-08e9-43de-bc6f-6fd73a9620aa	obj_spaceship_frame01	Small Parts	spaceship_survivalobject.shapeset
4e3f17bb-0169-4eb5-a4b4-84725a607b2c	obj_harvest_stonechunk02	Resources	harvests_stones.shapeset
4e67067c-7865-4bc8-ba0d-84c5a465efab	obj_survivalobject_posterspotlight2_warehouse	Small Parts	survivalobject_lights.shapeset
4e9c67f9-602f-4df5-bcf6-939dcb18d010	obj_shoprewards_farmbotbobblehead	Quest / Special Items	shoprewards.shapeset
4ec64cda-1a5b-4465-88b4-5ea452c4a556	obj_plantables_pineapple	Plantables	plantables_creative.shapeset
4edfeea0-4dd9-4260-82b0-a812b4179296	obj_resource_drillcasingmixedt1	Resources	resource.shapeset
4f1c0036-389b-432e-81de-8261cb9f9d57	obj_fittings_pipebend	Small Parts	fittings.shapeset
4f33ee9c-397a-4f47-b91c-32ae96cbe507	obj_resource_drillcasingrich	Resources	resource.shapeset
4f5092dd-e2e5-4d42-8ec9-c0337cf23e21	obj_spaceship_interiornetlarge	Large Parts	spaceship.shapeset
4f693e6e-7819-46ff-aef3-5cfd2fc5bbde	obj_harvests_trees_pine03_p07	Resources	harvests_trees.shapeset
4f9d4c7b-c9fe-4f95-a36a-8f22654d14f5	obj_shoprewards_synth	Quest / Special Items	shoprewards.shapeset
4fbf640a-200d-45c6-862a-cc2900f84f2c	obj_packingstation_mid	Large Parts	survivalobject.shapeset
4fcb4cb8-7623-11ea-bc55-0242ac130003	obj_craftbot_craftbot5	Large Parts	craftbot_creative.shapeset
50007ac9-e97d-4b32-9fd6-de919c8a34a4	obj_industrial_windshield	Medium Parts	industrial.shapeset
50668b05-41de-4b48-abf2-6a576ab550fe	obj_destructable_tape_cornertape03	Medium Parts	destructable_tape.shapeset
50f624e6-7e33-4118-8252-2219e73e9af1	obj_characterobject_redtapebotpackage	Quest / Special Items	characterobject.shapeset
513530b0-61bd-4b82-83e7-191d090d25d8	obj_warehouse_container7	Large Parts	warehouse.shapeset
515dd68d-9371-49c0-b9ef-79036b8486b2	jnt_suspensionoffroad_bearing_04	Medium Parts	interactive_upgradeable.shapeset
5240e55e-663e-43fa-aac2-40974d29ab36	obj_harvests_nonepart_tier5_p04	Resources	harvests_nonepart.shapeset
52855106-a95c-4427-9970-3f227109b66d	jnt_suspensionsport_05	Small Parts	interactive_upgradeable.shapeset
53349c8d-14e8-4055-bd79-a1ab56fe876e	obj_industrial_windowglass02	Medium Parts	industrial.shapeset
53d81bab-ee3f-4b86-9a95-831d8e88771e	obj_survivalobject_doorprogresslight	Large Parts	survivalobject.shapeset
53e8478f-517f-4ea0-be9c-f4a357400cc1	obj_fittings_pipebiglong	Large Parts	fittings.shapeset
54d84731-d9ec-435d-bc9d-d48e0763b1bf	obj_consumable_pizzaburger	Consumables	consumable_creative.shapeset
54d8ef21-357d-48a3-a66d-40446f6bb686	obj_consumable_carrotburger	Consumables	consumable_creative.shapeset
54ea2236-001c-4560-8e6d-3942a885bb3b	obj_warehouse_overheadcranearmplatform	Large Parts	warehouse.shapeset
5530e6a0-4748-4926-b134-50ca9ecb9dcf	obj_consumable_component	Components	component.shapeset
55597dd3-44b6-4fd5-81da-bb56d2ec59d9	obj_destructable_tape_tape04	Small Parts	destructable_tape.shapeset
555bb06d-322f-445e-a46a-18204d146304	bq_xylophone_01	Small Parts	builderguide.shapeset
55b19e7f-e45b-48b2-8f7c-d9e84fed0736	obj_harvests_trees_birch01_p00	Resources	harvests_trees.shapeset
5627aa08-8bc4-4cf3-a6b6-101ae59e6fc6	obj_builderguide_main6x6	Large Parts	builderguide.shapeset
56545d5c-556d-4cd5-9125-6e34acf37c3d	obj_industrial_supportbeam	Large Parts	industrial.shapeset
56cea967-a685-494d-85ef-3aa121a0c193	obj_interactive_electricengine_03	Medium Parts	interactive_upgradeable.shapeset
5721f7ad-a9b2-4fc5-a264-c2c98fa464bc	blk_crystal	Blocks	blocks.shapeset
57b7e02c-b787-45a5-a250-3d750cfe04aa	obj_harvests_nonepart_sapphire_p08	Resources	harvests_nonepart.shapeset
57d39e43-5c0b-476c-b8a2-474c77c22607	obj_harvests_trees_leafy03_p06	Resources	harvests_trees.shapeset
57fad8e9-2aff-40c3-9d5c-8f81573b58b9	obj_industrial_windowglass01	Medium Parts	industrial.shapeset
5888a6dd-59ab-4cd6-86b2-6e68f64674b5	obj_fittings_pipebigholder	Small Parts	fittings.shapeset
5939f460-ab6c-48f2-9d07-a66845ce8cf2	obj_pneumatic_pipe_bend	Medium Parts	vacumpipe.shapeset
598d865c-324c-4129-9c57-21a6abd2cb2e	obj_interactive_controller_01	Small Parts	interactive_upgradeable.shapeset
59ea6ce8-239b-4eed-8847-a51b907d9b42	obj_pneumatic_pipe_01	Medium Parts	vacumpipe.shapeset
59f6951a-a450-42bf-ad03-54567cb70245	obj_scrap_smallwheel	Medium Parts	interactive_scrap_creative.shapeset
5a0ffe5b-f7cf-482b-915f-1d6b0876c26c	obj_harvests_trees_leafy02_p06	Resources	harvests_trees.shapeset
5a106512-9284-40de-be68-2c186e903097	obj_small_4wayb_pipe	Small Parts	fittings.shapeset
5a508601-485f-4db6-8134-69a4d3d02bc1	obj_harvests_trees_spruce02_p00	Resources	harvests_trees.shapeset
5ad298e4-f5ad-479c-9ec6-6c4f9d3fb8ae	obj_decor_sunshakemachine	Large Parts	decor.shapeset
5b1a0d4b-420d-4ba4-ab56-fa09c7d27291	bq_bigfan_01	Small Parts	builderguide.shapeset
5b628f22-ec0d-448f-a6be-3453950120a4	obj_spaceship_interiorcalendar	Small Parts	spaceship.shapeset
5b684cc5-0af4-4dfc-a6fd-e3c441d3557a	obj_dekotora_railing01extension	Medium Parts	dekotora.shapeset
5b8d77d3-b129-4d5c-b4c6-1d4f86b22058	obj_structure_metalbeam	Large Parts	structure.shapeset
5ba206c2-d10b-4815-b95b-04be4959ec31	obj_spaceship_wall11	Medium Parts	spaceship_survivalobject.shapeset
5bb1143f-a8c9-4366-a4eb-71115a5255bd	obj_spaceshipsurvivalobject_interiorshelf	Medium Parts	spaceship_survivalobject.shapeset
5c5800f6-c6e0-4af5-b655-0c920b8ffa19	obj_harvests_nonepart_tier5_p02	Resources	harvests_nonepart.shapeset
5ca61a85-7040-47bc-8f87-5d2ce295cb6e	obj_harvests_trees_pine01_p06	Resources	harvests_trees.shapeset
5cb15c93-4fa9-48da-9974-2e95ca6c9e1c	obj_craftbot_refinery	Large Parts	craftbot_creative.shapeset
5cb39ea5-554d-4c40-9d9a-6b2dd59de953	obj_harvest_metal	Resources	harvests_shared.shapeset
5cb58060-1221-4935-b13e-04097b61cfbe	obj_interactive_growbed_broccoli_mature	Medium Parts	interactive.shapeset
5cd67a6e-52cc-4eb0-9f44-275d366516c5	obj_industrial_powergenerator1	Large Parts	industrial.shapeset
5cf2c67c-62f6-4219-a857-943901611c6f	obj_harvests_trees_leafy02_p02	Resources	harvests_trees.shapeset
5d013e2f-7b7a-4652-a9c7-784123dde5fb	obj_harvests_crystal_medium_p03	Resources	harvests_crystal.shapeset
5d2cdb56-2be8-4a62-8f05-ce5c9c1510ac	obj_spaceship_wall08_damaged	Large Parts	spaceship_survivalobject.shapeset
5d2f2d3f-cd6b-4d84-8320-7844b672b192	obj_structure_metalcanisterframe	Large Parts	structure.shapeset
5dc9ab5e-fefb-4264-b503-1711671e7a38	bq_cardboardpoop_01	Small Parts	builderguide.shapeset
5e3dff9b-2450-44ae-ad46-d2f6b5148cbf	obj_light_arealight	Large Parts	lights.shapeset
5e51e905-2092-4069-9eb5-afa67b8b2fc8	obj_decor_windowblinds	Large Parts	decor.shapeset
5e57e0f7-e87c-4269-b274-146fe40e1b44	obj_interactive_electricengine_04	Medium Parts	interactive_upgradeable.shapeset
5e5d231e-405e-4f45-9bd0-b3557dbb42eb	obj_interactive_electricengine_01	Medium Parts	interactive_upgradeable.shapeset
5e610f08-1195-4b68-85b3-adf799efa411	obj_interactive_growbed_carrot_sprout	Medium Parts	interactive.shapeset
5e96037a-a338-490a-a76f-6b4d820f8e46	obj_interactive_thruster_creative	Medium Parts	interactive.shapeset
5eb8975b-0acf-43a7-ab4e-62ce661c0df7	obj_interactive_comfybed	Large Parts	interactive_creative.shapeset
5ee9b950-839f-479a-bc06-902b830504cf	obj_harvests_trees_birch01_p02	Resources	harvests_trees.shapeset
5f41af56-df4c-4837-9b3c-10781335757f	blk_glass	Blocks	blocks.shapeset
5f5926f5-1449-49b0-8997-2d5a0df37b21	obj_spaceship_interiorshelf	Medium Parts	spaceship.shapeset
5f5b2a0d-b629-4bea-93ca-e1f45ccac62b	gyrocore	Quest / Special Items	quest_items.shapeset
5f63541f-f6be-4acc-8948-ba9d30a58d78	jnt_suspensionsport_bearing_03	Small Parts	interactive_upgradeable.shapeset
5fa7d58a-19b1-4ef1-a938-1406f8716941	blk_spaceshipmetal_resticted	Blocks	blocks_survivalobject.shapeset
5ff56026-7af2-4644-b30c-f0b43230093f	obj_survivalobject_elevatorceiling	Large Parts	survivalobject.shapeset
60075229-2e4e-4aeb-9e64-da41b6ac9611	obj_warehouse_bigrampthin	Wedges	warehouse.shapeset
60268822-dff6-46bb-95e6-8db72fa5a2b4	bq_beesuit_01	Small Parts	builderguide.shapeset
6083a851-5931-47f7-834d-1a953bf7a1d0	obj_voxelmaterialchunk_rich1_medium	Resources	voxelmaterialchunk.shapeset
608d6e20-bc3e-4440-907f-f0bd5fb45eac	obj_harvests_trees_pine01_p01	Resources	harvests_trees.shapeset
60cc1dc1-8cff-446f-82c4-37a6e6d61c8e	obj_survivalobject_shipcompartment	Medium Parts	survivalobject.shapeset
6130d484-775e-481a-889a-43d2e8d29058	obj_warehouse_beambig	Small Parts	warehouse.shapeset
